request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,discard
866,17.32,t06,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-081"", ""p00566""]",1024,0.8333333333333333,32,low,p00566,False
867,17.34,t04,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-068"", ""p00068""]",2048,0.5,32,low,p00068,False
868,17.36,t04,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-016"", ""p00404""]",256,0.5,32,low,p00404,False
869,17.38,t00,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-094"", ""p00288""]",512,0.5,32,low,p00288,False
870,17.400000000000002,t08,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-072"", ""p00072""]",1024,0.5,32,low,p00072,False
871,17.42,t10,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-008"", ""p00202""]",2048,0.8333333333333333,32,low,p00202,False
872,17.44,t04,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-052"", ""p00052""]",256,0.5,32,low,p00052,False
873,17.46,t01,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-011"", ""p00593""]",512,0.6666666666666666,32,low,p00593,False
874,17.48,t00,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-015"", ""p00112""]",1024,0.5,32,low,p00112,False
875,17.5,t09,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-053"", ""p00441""]",2048,0.6666666666666666,32,low,p00441,False
876,17.52,t03,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-082"", ""p00179""]",256,1.0,32,low,p00179,False
877,17.54,t13,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-042"", ""p00333""]",512,0.6666666666666666,32,low,p00333,False
878,17.56,t00,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-027"", ""p00512""]",1024,0.5,32,low,p00512,False
879,17.580000000000002,t05,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-020"", ""p00117""]",2048,0.6666666666666666,32,low,p00117,False
880,17.6,t01,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-064"", ""p00161""]",256,0.6666666666666666,32,low,p00161,False
881,17.62,t12,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-008"", ""p00396""]",512,0.5,32,low,p00396,False
882,17.64,t14,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-060"", ""p00254""]",1024,0.8333333333333333,32,low,p00254,False
883,17.66,t13,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-057"", ""p00445""]",2048,0.6666666666666666,32,low,p00445,False
884,17.68,t14,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-077"", ""p00174""]",256,0.8333333333333333,32,low,p00174,False
885,17.7,t02,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-031"", ""p00322""]",512,0.8333333333333333,32,low,p00322,False
886,17.72,t02,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-064"", ""p00258""]",1024,0.8333333333333333,32,low,p00258,False
887,17.740000000000002,t03,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-095"", ""p00483""]",2048,1.0,32,low,p00483,False
888,17.76,t11,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-058"", ""p00155""]",256,1.0,32,low,p00155,False
889,17.78,t03,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-083"", ""p00083""]",512,1.0,32,low,p00083,False
890,17.8,t15,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-062"", ""p00159""]",1024,1.0,32,low,p00159,False
891,17.82,t03,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-051"", ""p00051""]",2048,1.0,32,low,p00051,False
892,17.84,t13,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-075"", ""p00269""]",256,0.6666666666666666,32,low,p00269,False
893,17.86,t03,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-035"", ""p00035""]",512,1.0,32,low,p00035,False
894,17.88,t02,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-045"", ""p00530""]",1024,0.8333333333333333,32,low,p00530,False
895,17.900000000000002,t08,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-002"", ""p00584""]",2048,0.5,32,low,p00584,False
896,17.92,t13,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-010"", ""p00301""]",256,0.6666666666666666,32,low,p00301,False
897,17.94,t00,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-015"", ""p00112""]",512,0.5,32,low,p00112,False
898,17.96,t14,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-089"", ""p00574""]",1024,0.8333333333333333,32,low,p00574,False
899,17.98,t11,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-005"", ""p00587""]",2048,1.0,32,low,p00587,False
900,18.0,t07,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-005"", ""p00199""]",256,1.0,32,low,p00199,False
901,18.02,t12,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-012"", ""p00012""]",512,0.5,32,low,p00012,False
902,18.04,t04,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-080"", ""p00468""]",1024,0.5,32,low,p00468,False
903,18.06,t14,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-028"", ""p00222""]",2048,0.8333333333333333,32,low,p00222,False
904,18.080000000000002,t07,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-021"", ""p00215""]",256,1.0,32,low,p00215,False
905,18.1,t09,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-040"", ""p00137""]",512,0.6666666666666666,32,low,p00137,False
906,18.12,t09,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-009"", ""p00009""]",1024,0.6666666666666666,32,low,p00009,False
907,18.14,t03,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-034"", ""p00131""]",2048,1.0,32,low,p00131,False
908,18.16,t09,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-056"", ""p00153""]",256,0.6666666666666666,32,low,p00153,False
909,18.18,t03,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-062"", ""p00547""]",512,1.0,32,low,p00547,False
910,18.2,t12,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-027"", ""p00124""]",1024,0.5,32,low,p00124,False
911,18.22,t14,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-010"", ""p00398""]",2048,0.8333333333333333,32,low,p00398,False
912,18.240000000000002,t06,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-022"", ""p00022""]",256,0.8333333333333333,32,low,p00022,False
913,18.26,t08,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-008"", ""p00008""]",512,0.5,32,low,p00008,False
914,18.28,t05,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-016"", ""p00501""]",1024,0.6666666666666666,32,low,p00501,False
915,18.3,t15,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-012"", ""p00303""]",2048,1.0,32,low,p00303,False
916,18.32,t11,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-010"", ""p00107""]",256,1.0,32,low,p00107,False
917,18.34,t06,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-000"", ""p00582""]",512,0.8333333333333333,32,low,p00582,False
918,18.36,t07,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-019"", ""p00407""]",1024,1.0,32,low,p00407,False
919,18.38,t11,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-026"", ""p00123""]",2048,1.0,32,low,p00123,False
920,18.400000000000002,t11,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-070"", ""p00555""]",256,1.0,32,low,p00555,False
921,18.42,t03,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-032"", ""p00323""]",512,1.0,32,low,p00323,False
922,18.44,t10,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-070"", ""p00458""]",1024,0.8333333333333333,32,low,p00458,False
923,18.46,t06,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-000"", ""p00582""]",2048,0.8333333333333333,32,low,p00582,False
924,18.48,t12,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-006"", ""p00588""]",256,0.5,32,low,p00588,False
925,18.5,t06,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-018"", ""p00406""]",512,0.8333333333333333,32,low,p00406,False
926,18.52,t07,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-055"", ""p00055""]",1024,1.0,32,low,p00055,False
927,18.54,t10,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-038"", ""p00426""]",2048,0.8333333333333333,32,low,p00426,False
928,18.56,t04,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-014"", ""p00596""]",256,0.5,32,low,p00596,False
929,18.580000000000002,t12,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-024"", ""p00412""]",512,0.5,32,low,p00412,False
930,18.6,t12,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-092"", ""p00092""]",1024,0.5,32,low,p00092,False
931,18.62,t08,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-085"", ""p00376""]",2048,0.5,32,low,p00376,False
932,18.64,t07,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-018"", ""p00503""]",256,1.0,32,low,p00503,False
933,18.66,t07,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-020"", ""p00311""]",512,1.0,32,low,p00311,False
934,18.68,t03,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-031"", ""p00419""]",1024,1.0,32,low,p00419,False
935,18.7,t10,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-090"", ""p00090""]",2048,0.8333333333333333,32,low,p00090,False
936,18.72,t13,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-093"", ""p00093""]",256,0.6666666666666666,32,low,p00093,False
937,18.740000000000002,t15,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-092"", ""p00383""]",512,1.0,32,low,p00383,False
938,18.76,t11,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-010"", ""p00107""]",1024,1.0,32,low,p00107,False
939,18.78,t11,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-041"", ""p00235""]",2048,1.0,32,low,p00235,False
940,18.8,t14,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-089"", ""p00574""]",256,0.8333333333333333,32,low,p00574,False
941,18.82,t12,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-025"", ""p00316""]",512,0.5,32,low,p00316,False
942,18.84,t01,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-033"", ""p00033""]",1024,0.6666666666666666,32,low,p00033,False
943,18.86,t13,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-044"", ""p00141""]",2048,0.6666666666666666,32,low,p00141,False
944,18.88,t02,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-080"", ""p00274""]",256,0.8333333333333333,32,low,p00274,False
945,18.900000000000002,t05,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-052"", ""p00149""]",512,0.6666666666666666,32,low,p00149,False
946,18.92,t05,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-034"", ""p00325""]",1024,0.6666666666666666,32,low,p00325,False
947,18.94,t13,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-056"", ""p00541""]",2048,0.6666666666666666,32,low,p00541,False
948,18.96,t03,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-094"", ""p00579""]",256,1.0,32,low,p00579,False
949,18.98,t14,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-025"", ""p00510""]",512,0.8333333333333333,32,low,p00510,False
950,19.0,t10,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-071"", ""p00362""]",1024,0.8333333333333333,32,low,p00362,False
951,19.02,t03,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-000"", ""p00291""]",2048,1.0,32,low,p00291,False
952,19.04,t11,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-072"", ""p00363""]",256,1.0,32,low,p00363,False
953,19.06,t00,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-079"", ""p00176""]",512,0.5,32,low,p00176,False
954,19.080000000000002,t01,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-014"", ""p00305""]",1024,0.6666666666666666,32,low,p00305,False
955,19.1,t05,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-083"", ""p00277""]",2048,0.6666666666666666,32,low,p00277,False
956,19.12,t14,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-030"", ""p00030""]",256,0.8333333333333333,32,low,p00030,False
957,19.14,t03,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-032"", ""p00323""]",512,1.0,32,low,p00323,False
958,19.16,t12,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-059"", ""p00156""]",1024,0.5,32,low,p00156,False
959,19.18,t01,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-047"", ""p00241""]",2048,0.6666666666666666,32,low,p00241,False
960,19.2,t01,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-092"", ""p00577""]",256,0.6666666666666666,32,low,p00577,False
961,19.22,t08,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-006"", ""p00200""]",512,0.5,32,low,p00200,False
962,19.240000000000002,t11,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-023"", ""p00411""]",1024,1.0,32,low,p00411,False
963,19.26,t05,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-053"", ""p00053""]",2048,0.6666666666666666,32,low,p00053,False
964,19.28,t01,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-044"", ""p00529""]",256,0.6666666666666666,32,low,p00529,False
965,19.3,t02,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-094"", ""p00482""]",512,0.8333333333333333,32,low,p00482,False
966,19.32,t08,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-003"", ""p00488""]",1024,0.5,32,low,p00488,False
967,19.34,t02,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-080"", ""p00274""]",2048,0.8333333333333333,32,low,p00274,False
968,19.36,t02,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-050"", ""p00050""]",256,0.8333333333333333,32,low,p00050,False
969,19.38,t11,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-009"", ""p00203""]",512,1.0,32,low,p00203,False
970,19.400000000000002,t01,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-001"", ""p00001""]",1024,0.6666666666666666,32,low,p00001,False
971,19.42,t01,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-081"", ""p00081""]",2048,0.6666666666666666,32,low,p00081,False
972,19.44,t15,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-015"", ""p00015""]",256,1.0,32,low,p00015,False
973,19.46,t14,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-045"", ""p00142""]",512,0.8333333333333333,32,low,p00142,False
974,19.48,t13,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-076"", ""p00173""]",1024,0.6666666666666666,32,low,p00173,False
975,19.5,t15,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-095"", ""p00095""]",2048,1.0,32,low,p00095,False
976,19.52,t10,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-009"", ""p00106""]",256,0.8333333333333333,32,low,p00106,False
977,19.54,t02,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-002"", ""p00002""]",512,0.8333333333333333,32,low,p00002,False
978,19.56,t10,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-058"", ""p00058""]",1024,0.8333333333333333,32,low,p00058,False
979,19.580000000000002,t08,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-055"", ""p00152""]",2048,0.5,32,low,p00152,False
980,19.6,t15,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-044"", ""p00335""]",256,1.0,32,low,p00335,False
981,19.62,t12,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-057"", ""p00348""]",512,0.5,32,low,p00348,False
982,19.64,t05,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-066"", ""p00357""]",1024,0.6666666666666666,32,low,p00357,False
983,19.66,t09,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-072"", ""p00169""]",2048,0.6666666666666666,32,low,p00169,False
984,19.68,t03,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-035"", ""p00035""]",256,1.0,32,low,p00035,False
985,19.7,t00,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-093"", ""p00384""]",512,0.5,32,low,p00384,False
986,19.72,t03,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-019"", ""p00019""]",1024,1.0,32,low,p00019,False
987,19.740000000000002,t15,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-010"", ""p00495""]",2048,1.0,32,low,p00495,False
988,19.76,t01,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-013"", ""p00401""]",256,0.6666666666666666,32,low,p00401,False
989,19.78,t15,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-011"", ""p00399""]",512,1.0,32,low,p00399,False
990,19.8,t02,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-001"", ""p00098""]",1024,0.8333333333333333,32,low,p00098,False
991,19.82,t14,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-026"", ""p00414""]",2048,0.8333333333333333,32,low,p00414,False
992,19.84,t02,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-096"", ""p00290""]",256,0.8333333333333333,32,low,p00290,False
993,19.86,t14,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-011"", ""p00302""]",512,0.8333333333333333,32,low,p00302,False
994,19.88,t07,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-036"", ""p00327""]",1024,1.0,32,low,p00327,False
995,19.900000000000002,t03,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-015"", ""p00403""]",2048,1.0,32,low,p00403,False
996,19.92,t14,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-012"", ""p00206""]",256,0.8333333333333333,32,low,p00206,False
997,19.94,t10,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-010"", ""p00010""]",512,0.8333333333333333,32,low,p00010,False
998,19.96,t07,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-020"", ""p00311""]",1024,1.0,32,low,p00311,False
999,19.98,t05,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-064"", ""p00549""]",2048,0.6666666666666666,32,low,p00549,False
1000,20.0,t09,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-057"", ""p00057""]",256,0.6666666666666666,32,low,p00057,False
1001,20.02,t08,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-037"", ""p00328""]",512,0.5,32,low,p00328,False
1002,20.04,t05,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-020"", ""p00117""]",1024,0.6666666666666666,32,low,p00117,False
1003,20.06,t07,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-036"", ""p00327""]",2048,1.0,32,low,p00327,False
1004,20.080000000000002,t13,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-056"", ""p00541""]",256,0.6666666666666666,32,low,p00541,False
1005,20.1,t02,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-017"", ""p00114""]",512,0.8333333333333333,32,low,p00114,False
1006,20.12,t02,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-013"", ""p00498""]",1024,0.8333333333333333,32,low,p00498,False
1007,20.14,t06,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-070"", ""p00070""]",2048,0.8333333333333333,32,low,p00070,False
1008,20.16,t07,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-036"", ""p00327""]",256,1.0,32,low,p00327,False
1009,20.18,t01,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-012"", ""p00497""]",512,0.6666666666666666,32,low,p00497,False
1010,20.2,t11,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-054"", ""p00539""]",1024,1.0,32,low,p00539,False
1011,20.22,t08,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-052"", ""p00440""]",2048,0.5,32,low,p00440,False
1012,20.240000000000002,t12,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-044"", ""p00044""]",256,0.5,32,low,p00044,False
1013,20.26,t10,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-054"", ""p00442""]",512,0.8333333333333333,32,low,p00442,False
1014,20.28,t13,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-013"", ""p00013""]",1024,0.6666666666666666,32,low,p00013,False
1015,20.3,t02,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-031"", ""p00322""]",2048,0.8333333333333333,32,low,p00322,False
1016,20.32,t07,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-086"", ""p00183""]",256,1.0,32,low,p00183,False
1017,20.34,t10,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-089"", ""p00186""]",512,0.8333333333333333,32,low,p00186,False
1018,20.36,t14,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-046"", ""p00046""]",1024,0.8333333333333333,32,low,p00046,False
1019,20.38,t04,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-017"", ""p00308""]",2048,0.5,32,low,p00308,False
1020,20.400000000000002,t06,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-085"", ""p00182""]",256,0.8333333333333333,32,low,p00182,False
1021,20.42,t01,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-045"", ""p00433""]",512,0.6666666666666666,32,low,p00433,False
1022,20.44,t12,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-074"", ""p00268""]",1024,0.5,32,low,p00268,False
1023,20.46,t08,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-040"", ""p00040""]",2048,0.5,32,low,p00040,False
1024,20.48,t06,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-018"", ""p00406""]",256,0.8333333333333333,32,low,p00406,False
1025,20.5,t13,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-056"", ""p00541""]",512,0.6666666666666666,32,low,p00541,False
1026,20.52,t08,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-069"", ""p00360""]",1024,0.5,32,low,p00360,False
1027,20.54,t06,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-038"", ""p00038""]",2048,0.8333333333333333,32,low,p00038,False
1028,20.56,t13,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-013"", ""p00013""]",256,0.6666666666666666,32,low,p00013,False
1029,20.580000000000002,t03,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-096"", ""p00387""]",512,1.0,32,low,p00387,False
1030,20.6,t01,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-092"", ""p00577""]",1024,0.6666666666666666,32,low,p00577,False
1031,20.62,t15,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-091"", ""p00479""]",2048,1.0,32,low,p00479,False
1032,20.64,t15,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-012"", ""p00303""]",256,1.0,32,low,p00303,False
1033,20.66,t15,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-030"", ""p00127""]",512,1.0,32,low,p00127,False
1034,20.68,t04,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-080"", ""p00468""]",1024,0.5,32,low,p00468,False
1035,20.7,t09,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-039"", ""p00233""]",2048,0.6666666666666666,32,low,p00233,False
1036,20.72,t05,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-005"", ""p00005""]",256,0.6666666666666666,32,low,p00005,False
1037,20.740000000000002,t03,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-083"", ""p00083""]",512,1.0,32,low,p00083,False
1038,20.76,t11,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-043"", ""p00043""]",1024,1.0,32,low,p00043,False
1039,20.78,t10,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-069"", ""p00554""]",2048,0.8333333333333333,32,low,p00554,False
1040,20.8,t02,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-014"", ""p00402""]",256,0.8333333333333333,32,low,p00402,False
1041,20.82,t04,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-048"", ""p00436""]",512,0.5,32,low,p00436,False
1042,20.84,t10,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-022"", ""p00410""]",1024,0.8333333333333333,32,low,p00410,False
1043,20.86,t04,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-004"", ""p00004""]",2048,0.5,32,low,p00004,False
1044,20.88,t06,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-051"", ""p00342""]",256,0.8333333333333333,32,low,p00342,False
1045,20.900000000000002,t12,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-075"", ""p00172""]",512,0.5,32,low,p00172,False
1046,20.92,t10,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-024"", ""p00218""]",1024,0.8333333333333333,32,low,p00218,False
1047,20.94,t12,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-027"", ""p00124""]",2048,0.5,32,low,p00124,False
1048,20.96,t05,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-033"", ""p00421""]",256,0.6666666666666666,32,low,p00421,False
1049,20.98,t05,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-050"", ""p00341""]",512,0.6666666666666666,32,low,p00341,False
1050,21.0,t11,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-041"", ""p00235""]",1024,1.0,32,low,p00235,False
1051,21.02,t15,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-011"", ""p00399""]",2048,1.0,32,low,p00399,False
1052,21.04,t10,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-006"", ""p00394""]",256,0.8333333333333333,32,low,p00394,False
1053,21.06,t03,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-082"", ""p00179""]",512,1.0,32,low,p00179,False
1054,21.080000000000002,t01,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-095"", ""p00289""]",1024,0.6666666666666666,32,low,p00289,False
1055,21.1,t02,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-081"", ""p00178""]",2048,0.8333333333333333,32,low,p00178,False
1056,21.12,t12,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-042"", ""p00236""]",256,0.5,32,low,p00236,False
1057,21.14,t15,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-077"", ""p00271""]",512,1.0,32,low,p00271,False
1058,21.16,t13,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-061"", ""p00061""]",1024,0.6666666666666666,32,low,p00061,False
1059,21.18,t00,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-064"", ""p00064""]",2048,0.5,32,low,p00064,False
1060,21.2,t06,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-052"", ""p00246""]",256,0.8333333333333333,32,low,p00246,False
1061,21.22,t15,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-075"", ""p00463""]",512,1.0,32,low,p00463,False
1062,21.240000000000002,t10,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-055"", ""p00346""]",1024,0.8333333333333333,32,low,p00346,False
1063,21.26,t06,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-021"", ""p00118""]",2048,0.8333333333333333,32,low,p00118,False
1064,21.28,t09,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-037"", ""p00425""]",256,0.6666666666666666,32,low,p00425,False
1065,21.3,t11,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-055"", ""p00443""]",512,1.0,32,low,p00443,False
1066,21.32,t07,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-023"", ""p00023""]",1024,1.0,32,low,p00023,False
1067,21.34,t02,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-031"", ""p00322""]",2048,0.8333333333333333,32,low,p00322,False
